,Survey_ID,black,white,native,asian,hawaiian,other_race,unsure_race,latinx,fst4o5,snd4o5,trd4o5,age_18-25,age_26-35,age_36-45,age_46-55,age_56-65,age_66+,age_Under 18,gender_Gender non-conforming or non-binary or other,gender_Man,gender_Prefer not to say,gender_Woman
161,327,0,1,0,0,0,0,0,0,True,True,False,0,1,0,0,0,0,0,0,1,0,0
162,329,1,0,0,0,0,0,0,0,False,True,True,0,0,1,0,0,0,0,0,1,0,0
163,332,0,1,0,0,0,0,0,0,False,True,True,0,0,1,0,0,0,0,0,1,0,0
164,333,0,1,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
165,336,1,0,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
166,337,1,0,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
167,338,0,1,0,0,0,0,0,0,False,True,True,0,0,0,1,0,0,0,0,1,0,0
168,342,0,1,1,0,0,1,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
169,344,1,0,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
170,347,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
171,348,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
172,350,0,0,1,0,0,0,0,0,False,True,False,0,0,0,0,0,0,1,0,1,0,0
173,352,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
174,354,0,1,0,0,0,0,0,0,False,False,False,0,0,0,0,0,1,0,0,1,0,0
175,360,0,1,0,0,0,0,0,0,True,False,False,0,0,0,0,0,1,0,0,1,0,0
176,364,0,0,0,0,0,1,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
177,365,0,0,0,0,0,1,0,0,False,True,True,0,0,0,1,0,0,0,0,1,0,0
178,366,1,0,1,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
179,369,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
180,372,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
181,373,0,0,0,0,0,0,1,0,True,False,True,0,0,1,0,0,0,0,0,1,0,0
182,374,0,1,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
183,375,0,1,0,0,0,0,0,0,True,False,False,1,0,0,0,0,0,0,0,1,0,0
184,377,1,0,1,0,0,0,0,0,False,False,False,0,0,0,0,1,0,0,0,1,0,0
185,378,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
186,380,1,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,1,0,0,1,0,0
187,382,0,1,0,0,0,0,0,1,False,False,True,0,0,0,0,1,0,0,0,1,0,0
188,384,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
189,388,0,1,0,0,0,0,0,0,False,True,False,0,0,0,1,0,0,0,0,1,0,0
190,389,0,1,0,0,0,1,0,0,True,False,False,0,0,0,1,0,0,0,1,0,0,0
191,391,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
192,392,0,1,0,0,0,0,0,0,False,False,False,0,0,0,0,0,1,0,0,1,0,0
193,394,1,0,0,0,0,0,0,0,True,False,False,0,0,0,0,1,0,0,0,1,0,0
194,395,0,1,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
195,396,0,1,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
196,398,0,1,0,0,0,0,0,0,False,True,True,0,1,0,0,0,0,0,0,1,0,0
197,402,0,1,1,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
198,404,1,0,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
199,406,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
200,407,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
201,408,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
202,409,0,1,0,0,0,1,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
203,410,1,0,0,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
204,412,0,1,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
205,418,0,0,0,0,0,1,0,1,False,True,False,0,0,1,0,0,0,0,0,1,0,0
206,421,1,1,1,1,1,1,1,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
207,423,0,1,0,0,0,0,0,1,False,False,False,0,0,1,0,0,0,0,0,0,0,1
208,424,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
209,425,1,0,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
210,428,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
211,430,0,1,0,0,0,0,0,0,True,False,False,1,0,0,0,0,0,0,0,1,0,0
212,431,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
213,436,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
214,440,0,1,0,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,1,0,0
215,443,1,0,0,0,0,0,0,0,False,True,True,0,0,1,0,0,0,0,0,1,0,0
216,445,0,1,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
217,447,0,1,1,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
218,450,0,1,0,0,0,0,0,0,True,False,True,0,0,1,0,0,0,0,0,1,0,0
219,452,0,1,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
220,454,0,1,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
221,455,0,1,0,0,0,0,0,1,True,True,False,0,0,0,1,0,0,0,0,1,0,0
222,458,0,1,1,0,0,0,0,0,True,False,True,0,0,0,0,1,0,0,0,1,0,0
223,459,0,1,0,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
224,460,1,0,0,0,0,0,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
225,461,1,0,0,0,0,0,0,0,False,True,True,0,0,1,0,0,0,0,0,1,0,0
226,463,0,1,1,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,1,0,0,0
227,464,0,0,0,0,0,1,0,1,False,True,False,0,1,0,0,0,0,0,0,1,0,0
228,465,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
229,469,0,1,0,0,0,0,0,0,True,False,True,0,0,0,1,0,0,0,0,1,0,0
230,470,1,0,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
231,471,1,0,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
232,472,1,0,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
233,473,1,0,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
234,477,1,0,0,0,0,0,0,0,False,False,False,1,0,0,0,0,0,0,0,1,0,0
235,478,0,0,0,0,0,1,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
236,483,1,0,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
237,485,0,1,0,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,1,0,0
238,489,1,0,1,0,0,1,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
239,490,1,0,0,0,0,0,0,0,False,False,True,0,0,0,1,0,0,0,0,1,0,0
240,491,0,1,0,0,0,0,0,0,True,False,True,0,0,1,0,0,0,0,0,1,0,0
241,492,1,0,0,0,0,0,0,0,True,False,False,0,0,0,0,0,1,0,0,1,0,0
242,493,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
243,498,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
244,499,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
245,500,0,1,0,0,0,0,0,0,False,True,True,1,0,0,0,0,0,0,0,0,0,1
246,502,1,0,0,0,0,0,0,0,False,True,True,0,0,0,0,1,0,0,0,1,0,0
247,504,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
248,506,0,1,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
249,514,0,1,0,0,0,0,0,0,False,False,False,0,0,1,0,0,0,0,0,1,0,0
250,516,1,0,0,0,0,0,0,0,False,True,False,1,0,0,0,0,0,0,0,1,0,0
251,517,0,1,0,0,0,1,0,0,False,False,False,0,0,1,0,0,0,0,0,1,0,0
252,518,0,1,1,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
253,520,0,1,1,0,0,0,0,0,True,False,False,1,0,0,0,0,0,0,0,1,0,0
254,521,1,0,0,0,0,0,0,1,False,False,False,0,0,1,0,0,0,0,0,0,0,1
255,522,0,1,0,0,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,1,0,0
256,524,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
257,525,0,1,0,0,0,0,0,0,True,False,False,0,0,1,0,0,0,0,0,1,0,0
258,526,0,1,0,0,0,0,0,0,False,True,False,0,0,0,1,0,0,0,0,1,0,0
259,527,0,1,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,1,0,0
260,528,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
261,531,1,0,0,0,0,0,0,0,False,False,False,1,0,0,0,0,0,0,1,0,0,0
262,536,0,1,0,0,0,1,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0
263,539,0,0,0,0,0,1,0,1,True,False,False,0,1,0,0,0,0,0,0,1,0,0
264,540,1,0,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
265,546,0,1,1,1,1,0,0,0,True,False,True,0,0,1,0,0,0,0,0,1,0,0
266,551,1,0,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
267,552,0,1,0,0,0,0,0,0,True,False,True,0,0,0,1,0,0,0,0,1,0,0
268,553,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
269,556,0,1,0,0,0,0,0,0,False,True,True,0,0,0,1,0,0,0,0,1,0,0
270,562,0,1,1,0,0,1,0,0,False,True,False,0,1,0,0,0,0,0,0,0,0,1
271,563,0,1,0,0,0,0,0,0,False,False,True,0,0,0,0,1,0,0,0,1,0,0
272,564,0,1,0,0,0,1,0,0,False,True,True,0,1,0,0,0,0,0,1,0,0,0
273,567,0,1,0,0,0,0,0,0,True,False,True,0,0,0,1,0,0,0,0,1,0,0
274,568,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
275,573,0,1,0,0,0,0,0,0,False,False,False,0,0,0,0,1,0,0,0,1,0,0
276,575,1,0,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,1,0,0
277,577,0,0,0,0,0,1,0,0,True,False,False,0,1,0,0,0,0,0,0,0,0,1
278,580,0,1,0,0,0,0,0,0,False,True,False,0,1,0,0,0,0,0,0,1,0,0
279,581,0,1,0,0,0,0,0,0,False,True,True,0,0,0,1,0,0,0,0,0,0,1
280,583,1,0,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
281,586,0,1,0,0,0,0,0,0,True,False,False,0,0,0,1,0,0,0,0,1,0,0
282,587,0,1,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,1,0,0
283,588,1,0,0,0,0,0,0,0,True,False,False,0,1,0,0,0,0,0,0,1,0,0
284,591,0,1,1,0,0,0,0,0,False,True,True,0,1,0,0,0,0,0,0,0,0,1
